created_at,customer_id,id,item_code_ext,location,note,order_datetime,order_id,rate,shipment_id,status,update_at
2022-03-10T02:47:17.003Z,雪莱斐斐,qpfAwcCPT2CfKg6qUKjlSA==,A2121FV_12792,jp,,2022-03-09T02:33:00.000Z,phdjVUm/SR2VTJCfkcX/rA==,1,niO3aiQkQVyllk8sj874Aw==,shipped,2022-04-08T06:41:56.196Z
2022-03-10T02:47:17.498Z,雪莱斐斐,wjgiFBqGTZmB9yQaYqyx1A==,A2121FS_30192,jp,,2022-03-09T02:33:00.000Z,phdjVUm/SR2VTJCfkcX/rA==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:43.796Z
2022-03-10T02:48:53.763Z,天然呆萌萌的,s7492WJ9R7KfTpvWQu41dg==,A2121UPO11732,jp,寄日本,2022-03-09T02:33:00.000Z,E03aLwtVRA2V83HNi5Khxg==,1,v6jUBDZQR4KZI/6VBBMwWw==,shipped,2022-04-10T05:46:53.136Z
2022-03-11T07:10:06.697Z,t_1490799208048_0771,yS9h3MQkTAagfsGudxLLjw==,A2121UCD27343,jp,,2022-03-10T03:08:00.000Z,0+lS1tYaTOyOu5Ms0UQ1xQ==,1,Qzzl6BFQRnus8W9ZhLnacw==,shipped,2022-03-11T07:10:23.744Z
2022-03-12T13:29:48.692Z,安琪baby419,ZeVdB90VQ5e5dVa/Hgpphw==,A2111PE_43094,jp,,2022-03-10T16:13:00.000Z,jQqhnoGERPem+5L6DDD9iQ==,1,dtTmPjIhSjisaD5Xx4CTwQ==,shipped,2022-04-24T06:02:59.505Z
2022-03-12T13:30:47.222Z,外星洋洋,e/5oQCkSSKiyXGMHp28byQ==,A2121FB_30792,cn,,2022-03-10T16:13:00.000Z,rJKxgN4DR4q8+Yl6Y3okoA==,1,C2GMdT+KSsOc6G91573pBg==,shipped,2022-03-21T06:55:27.272Z
2022-03-12T13:31:24.232Z,tb92007195,yJ+xE18zSk6LpjqDQVNIHw==,A2121FP_31624,jp,,2022-03-10T16:13:00.000Z,4Ok+vTo+T3CAXBwuHkeAPg==,1,gth6Fbn1Roy/RVARobAS8g==,shipped,2022-04-21T03:00:03.753Z
2022-03-12T13:31:54.428Z,民谣星人,RFN4SB2CT/uNEEDenK2agg==,A2111FAY90692,jp,,2022-03-10T16:13:00.000Z,ZEinnMlaQuG0U38DLTJAhw==,0.45,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:41.141Z
2022-03-13T13:08:36.390Z,jayfeixiao,RyaLz7ekQVKif2MB4WgiLg==,A2113FB_50993,jp,,2022-03-12T13:06:00.000Z,JF54EJ/QS8mVz6btUa/35g==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:44.271Z
2022-03-17T04:08:55.432Z,紫堂隔壁,bR7EnSTYQYWkFRBnfVxmRQ==,A2121FA_16291,jp,,2022-03-15T14:12:00.000Z,Qg8fBJZrQqWVBjMEfEEHag==,1,lGg4RrR0SXmlHyD0HLun3g==,shipped,2022-03-31T03:29:05.371Z
2022-03-21T06:30:54.392Z,酒蒙yeyu,4pbYvntWSkaMB44WRH9oBA==,A2111PE_43092,jp,,2022-03-17T04:31:00.000Z,tAjUOc1vSlC7pyhD0qiu0g==,1,null,concealed,2022-03-31T12:49:43.594Z
2022-03-21T06:31:09.524Z,tb2015847_88,/MWdHF+5Qm22NEEww6mafw==,A2121FAY01193,cn,,2022-03-17T04:31:00.000Z,dGDsUQl3ThW+hLJSiWpNzg==,1,C2GMdT+KSsOc6G91573pBg==,shipped,2022-03-21T06:55:27.978Z
2022-03-21T06:34:02.863Z,嗳琳嗳瑜,Qo5PfgMhQj6xB6PK95BT0A==,A2121FS_31194,jp,,2022-03-18T04:31:00.000Z,zAZqmnYDSMSqJTY5fLfmDQ==,1,lGg4RrR0SXmlHyD0HLun3g==,shipped,2022-03-31T03:29:03.251Z
2022-03-21T06:34:03.314Z,嗳琳嗳瑜,TA8Po7KJQZSkO9fpiTHbDw==,A2113PE_43492,jp,,2022-03-18T04:31:00.000Z,zAZqmnYDSMSqJTY5fLfmDQ==,1,lGg4RrR0SXmlHyD0HLun3g==,shipped,2022-03-31T03:29:03.493Z
2022-03-21T06:34:57.328Z,狂想梓,ldHOLp6ESVq+sNXz99XWow==,A2121PE_37891,jp,,2022-03-19T04:31:00.000Z,C6vAdYKMQFO9nSmzSd+0kg==,1,ArxRQHZ7TsWvxTErYlUGyw==,shipped,2022-03-31T14:06:10.960Z
2022-03-21T06:37:24.292Z,tb031853154,IrU/7PitRBqSaeM83dl3sQ==,A2121FB_00492,jp,,2022-03-19T04:31:00.000Z,7e+EbbbpRjOnzgIBR5l4Yg==,1,lGg4RrR0SXmlHyD0HLun3g==,shipped,2022-03-31T03:29:05.841Z
2022-03-24T07:27:56.982Z,起个名字想半年8,/ytBUOG4TJmqefSEEFy6fQ==,A2113FB_25394,jp,,2022-03-22T14:52:00.000Z,MJ+OfJmHQleEo4gOc1NNSg==,1,null,concealed,2022-05-26T09:03:44.465Z
2022-03-25T04:29:53.784Z,幸福彩轮,mRB+y9/XQq2ZNLsF9SCdpg==,A2121FB_30792,cn,,2022-03-24T14:52:00.000Z,1r9m38zPSvSg9/jbm2b9QA==,1,HM/3MOMdQFq17o0bh1lFKQ==,shipped,2022-04-03T13:12:22.165Z
2022-03-25T04:29:58.660Z,幸福彩轮,rDLHUVTARQOYo4BllQV8Ng==,A2121PSH32431,jp,,2022-03-24T14:52:00.000Z,1r9m38zPSvSg9/jbm2b9QA==,1,9c6XtSEJTwOSCQINGfsA6Q==,shipped,2022-04-10T05:46:37.445Z
2022-03-25T04:29:59.636Z,幸福彩轮,RULJSPpdR7OrZAzW4Nv3fQ==,A2121FS_31193,jp,,2022-03-24T14:52:00.000Z,1r9m38zPSvSg9/jbm2b9QA==,1,niO3aiQkQVyllk8sj874Aw==,shipped,2022-04-08T06:41:55.734Z
2022-03-25T04:30:01.247Z,幸福彩轮,gSrEZCKRT1miGOaRcxgNEw==,A2121FSY36194,jp,,2022-03-24T14:52:00.000Z,1r9m38zPSvSg9/jbm2b9QA==,1,niO3aiQkQVyllk8sj874Aw==,shipped,2022-04-08T06:41:55.965Z
2022-03-25T04:30:11.567Z,狂想梓,meg7j5hXQ7ulv3YNKmxPOA==,A2121FB_36592,jp,,2022-03-24T14:52:00.000Z,UTby4pWCSz+k8fl4ltmVtw==,1,ETyzqJXMQfeg4d+IQ7ZIbw==,shipped,2022-04-14T08:35:07.662Z
2022-03-25T04:31:05.734Z,langyw791,vALcaJ2pRnaqnun0kk0Mzw==,A2111UPO91091,jp,,2022-03-24T14:52:00.000Z,fnBplCU/TU+scAefkufOiA==,0.45,2CvifzkeS2OloFjOErPn8Q==,shipped,2022-03-28T02:48:35.828Z
2022-03-29T13:35:38.471Z,xiada198144,faIFkgJHQ7ePAhVPhtECag==,A2121KCD01891,jp,,2022-03-26T13:50:00.000Z,THueKMsPTW2zgA9oW7TETQ==,1,niO3aiQkQVyllk8sj874Aw==,shipped,2022-04-08T06:41:56.884Z
2022-03-29T13:36:14.557Z,livingday,36p9+/GaSP+7X0tSiMudFA==,A2121PE_31093,jp,,2022-03-28T13:50:00.000Z,LlfBFs6bT9iS8+fXGZOedg==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:25.650Z
2022-03-31T13:14:33.998Z,陈潇潇1026,V50g3TXlTwCfKJizHSqhRA==,A2121FJ_31594,cn,日本直邮,2022-03-29T13:50:00.000Z,jsRRKus6Qp2YEuIVZig2dw==,1,kyf3YmF2SkCIU/+t3sv2Gg==,shipped,2022-05-10T09:15:30.890Z
2022-04-03T09:43:44.333Z,kaname_61,lGm6qPCTSSq+2hDEaNrSQg==,A2113FB_25392,jp,,2022-04-01T12:17:00.000Z,zjXdUG6TSfa1Q1NMbk2XwQ==,0.8,dW2s1XBiQhCiV10bHvJfsw==,shipped,2022-06-11T14:42:45.764Z
2022-04-07T13:22:52.345Z,tb4978083,QwPdqw/HQ5CXUeiFRXcZHA==,A2121FA_40292,cn,,2022-04-04T12:09:00.000Z,9lQ8ht0RSfiW/QcAgSiy8g==,1,xhxj/xuYRVu7SYsLg2j9Zg==,shipped,2022-04-16T16:02:50.399Z
2022-04-07T13:22:52.813Z,tb4978083,4/RCVnc4RcenRrHlxG248g==,A2121KCD41794,jp,,2022-04-04T12:09:00.000Z,9lQ8ht0RSfiW/QcAgSiy8g==,1,b4LFPuasSNGA2TvoirpRbQ==,shipped,2022-04-18T06:07:04.677Z
2022-04-07T13:23:11.883Z,tb808372219,hXlbOVHJQ3G39WMaOhFreQ==,A2121FSY30592,jp,,2022-04-04T12:09:00.000Z,Qd5Q/G0ZTHWf9ajt5RVe6A==,1,null,concealed,2022-04-14T07:32:51.481Z
2022-04-08T02:32:56.615Z,捣药的小月,+ZprhUpRTxCEzp7hVAk4FQ==,A2121PE_32892,jp,,2022-04-07T12:09:00.000Z,6SvbohMsQU6O0mU2DY/7yg==,1,null,concealed,2022-05-26T09:07:51.056Z
2022-04-08T02:33:12.715Z,又龙又虾,dk8BAw9/S/uIgpsJsO7Bvg==,A2113FB_25295,jp,,2022-04-07T12:09:00.000Z,thMKzjA0QnW4Ndvjyz/gPQ==,1,niO3aiQkQVyllk8sj874Aw==,shipped,2022-04-08T06:41:56.655Z
2022-04-08T02:36:51.962Z,塞万提斯ss,Qwdfc7MJSZyeL/HCJyI1wg==,A2121FB_40894,jp,,2022-04-07T12:09:00.000Z,laHX1AS0RAWm10E+NVkoGA==,1,b4LFPuasSNGA2TvoirpRbQ==,shipped,2022-04-18T06:07:02.288Z
2022-04-08T02:36:52.862Z,塞万提斯ss,M92hrZVkSlKg/5d+lIYkaQ==,A2121FSY43292,jp,,2022-04-07T12:09:00.000Z,laHX1AS0RAWm10E+NVkoGA==,1,null,concealed,2022-05-08T07:58:31.207Z
2022-04-08T02:36:53.013Z,塞万提斯ss,kXO71SEvQuqX09gU2sL6UQ==,A2121FSY43296,jp,,2022-04-07T12:09:00.000Z,laHX1AS0RAWm10E+NVkoGA==,1,null,concealed,2022-08-15T02:21:16.642Z
2022-04-09T14:46:55.004Z,tb248927399,ENcDhnu0S2uvF6zzyfd7Tg==,A2121UTS37337,jp,紫色T恤只要一件，先调到哪个要哪个,2022-04-08T02:59:00.000Z,FDut4VKVTnm//FxX+El4qA==,1,b4LFPuasSNGA2TvoirpRbQ==,shipped,2022-04-18T06:07:04.440Z
2022-04-09T14:48:14.287Z,yxrui313,VeZ0nGToQ/er0CTmPlNqzw==,A2121FSY40493,cn,,2022-04-08T02:59:00.000Z,W8JQNZ8rTYGcfHMu6LFLxA==,1,BgtdR3CXTI6naQzR5adGeg==,shipped,2022-05-29T05:51:54.029Z
2022-04-10T05:43:33.294Z,karinsakura,Xp+rUp4/Qfme+Nr8S0luTg==,A2121KCD41791,jp,,2022-04-09T02:59:00.000Z,Y+Yh7c2eQmamTbX7CHFNsg==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:25.427Z
2022-04-10T05:43:44.975Z,y512089296,nLEnzt5bQrWRaKfquG8W+Q==,A2121PE_41391,jp,,2022-04-09T02:59:00.000Z,whBApbVrSwmMLTNeq0NW6g==,1,b4LFPuasSNGA2TvoirpRbQ==,shipped,2022-04-18T06:07:05.386Z
2022-04-10T05:45:09.997Z,yxrui313,jp7BU96lQm+4bi4Ft8rQ2Q==,A2121PSC43193,jp,,2022-04-09T02:59:00.000Z,f6xj1VBLS1uc8cxURAtuQQ==,1,9ly7VirrTRe/9uDDvH+k4A==,shipped,2022-04-26T10:36:48.159Z
2022-04-10T05:45:10.432Z,yxrui313,SW3usZfuREa/OGfHPDYFyQ==,A2121PSC43194,jp,,2022-04-09T02:59:00.000Z,f6xj1VBLS1uc8cxURAtuQQ==,1,9ly7VirrTRe/9uDDvH+k4A==,shipped,2022-04-26T10:36:47.921Z
2022-04-10T05:45:37.675Z,tb275646359,T9ffnZaiRmKg1FKlEBwO0g==,A2121FA_20792,jp,,2022-04-09T02:59:00.000Z,z7QwjkJhSkWiFw3W1V4euQ==,1,gth6Fbn1Roy/RVARobAS8g==,shipped,2022-04-21T03:00:03.520Z
2022-04-17T06:37:02.505Z,tb255243_99,mJXe4np4Tsy4UHAIhp3mCw==,A2121PSC33092,jp,,2022-04-14T06:35:00.000Z,n2nAPPFsS0G2jDcnwDbV8A==,1,ck2awCzBQ+SZ0Xz3Mqiqzg==,shipped,2022-04-26T12:35:11.661Z
2022-04-17T06:37:16.015Z,murasaki46,O/L+Ky9/TeOtGvyXyEt7PQ==,A2121FAY46393,cn,,2022-04-14T06:35:00.000Z,Ztk1yHtNR+6uKo1pIgTF9g==,0.8,krcDLntcT/6HkMnJo2ExOQ==,shipped,2022-06-09T03:36:08.084Z
2022-04-17T06:37:35.640Z,xiaochenying,5CuzlUOPQNCK/OfsfST6QA==,A2121FSY46192,cn,,2022-04-14T06:35:00.000Z,1jcNWGQOSd6R99vhWoymjA==,0.8,tcgTDcGcSI2Ebm8F1n3/Pg==,shipped,2022-06-03T03:31:02.232Z
2022-04-17T06:41:39.636Z,塞万提斯ss,yDg302zWQo63fdeS8i8M8w==,A2121FSY46692,jp,,2022-04-15T06:35:00.000Z,ND/ZKGBKSdK3GpZaA+REkw==,1,q9GV8UUKRBCIa1yMEperfg==,shipped,2022-05-09T05:33:36.078Z
2022-04-18T05:34:03.221Z,karinsakura,iLAInyK/RgCqDnsR/Q/5oA==,A2121FA_46292,jp,,2022-04-17T05:06:00.000Z,i9pi6cEpTWmm7nzXNBp5mQ==,1,b4LFPuasSNGA2TvoirpRbQ==,shipped,2022-04-18T06:07:03.482Z
2022-04-21T02:47:49.776Z,小白仔1993,qn9553kST+uTpCs2ZRQDsA==,A2121UTR21192,jp,,2022-04-19T02:46:00.000Z,aKK+wiyoTrK2v3noDZJz/A==,0.9,q9GV8UUKRBCIa1yMEperfg==,shipped,2022-05-09T05:33:37.374Z
2022-04-21T02:48:19.886Z,小白仔1993,WMVaiWRKSnWYhK4111tgxA==,A2113PBG52991,jp,,2022-04-19T02:46:00.000Z,sSptw0sGSi24MJLuFcoBIQ==,0.8,q9GV8UUKRBCIa1yMEperfg==,shipped,2022-05-09T05:33:37.158Z
2022-04-22T16:02:23.793Z,wdzhzjj9088,TM9YV5HVTGO6ntLf/TzsFw==,A2121FP_31624,jp,,2022-04-01T15:56:00.000Z,w9hGeh3LTmO9slOxxMU75A==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:26.544Z
2022-04-24T03:24:00.407Z,毛线滚来滚去,3G9QkonwTbGBHk0ATbIusA==,A2111PE_43091,cn,,2022-04-22T03:18:00.000Z,2x0ZEatST7StCmucSINU0A==,0.8,EM25UralQpyTKUV+++IDmw==,shipped,2022-05-27T02:42:50.586Z
2022-04-24T03:24:00.705Z,毛线滚来滚去,2WLZFvLDRQamKOd5v0qQhQ==,A2111PE_43096,cn,,2022-04-22T03:18:00.000Z,2x0ZEatST7StCmucSINU0A==,0.8,EM25UralQpyTKUV+++IDmw==,shipped,2022-05-27T02:42:50.564Z
2022-04-24T03:34:06.741Z,葱葱君223,Ns9PGztITs2Kes9SPCgvxw==,A2121FA_90193,jp,直邮,2022-04-22T03:18:00.000Z,czHWInjaRTSAforvCAQZFA==,1,61kgO97IRBmmUSml/RJOAA==,shipped,2022-04-24T07:59:38.677Z
2022-04-24T03:37:09.224Z,kaname_61,htZL4DRsQcO3ToHirO6r7w==,A2121PE_91191,jp,团发,2022-04-22T03:18:00.000Z,YgR0iI+2RLOX6YjZ+hm7/Q==,1,eu8thMzvQgCjUAyaDdDkiQ==,shipped,2022-04-24T12:50:53.225Z
2022-04-24T03:54:50.806Z,忆夕依兮,QiCa6jCPSkuXAKuObZIj2w==,A2121FA_90193,cn,团发,2022-04-22T03:53:00.000Z,Zg22QknKRx6R29T9GnEO6g==,1,BgtdR3CXTI6naQzR5adGeg==,shipped,2022-05-29T05:51:53.798Z
2022-04-24T04:02:28.950Z,tb255243_99,PmywmQFhSXW4pxxGLqfeQA==,A2121PE_91093,cn,直邮,2022-04-22T03:53:00.000Z,o5XtmkJuR8eEbXceOUM3sw==,1,null,guaranteed,2022-04-24T04:02:28.950Z
2022-04-24T04:02:29.391Z,tb255243_99,pJraCmlnQiqwQmQL8/Bpxw==,A2121PSH32434,jp,直邮,2022-04-22T03:53:00.000Z,o5XtmkJuR8eEbXceOUM3sw==,1,null,concealed,2022-05-14T04:40:51.489Z
2022-04-24T04:02:29.689Z,tb255243_99,mbJOpg61SlKeFr9+z551cA==,A2121FB_11097,cn,直邮,2022-04-22T03:53:00.000Z,o5XtmkJuR8eEbXceOUM3sw==,0.9,QHR04lNkRwmW32rGmFf0xw==,shipped,2022-04-28T09:21:53.401Z
2022-04-24T04:03:20.644Z,lylcyf,UYPjvzEYQR2kMbc7r6xejg==,A2121FA_90193,jp,调货,2022-04-22T03:53:00.000Z,qdM2lLXuTrqk9kMNticRtQ==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:52.914Z
2022-04-24T04:04:42.340Z,lylcyf,7MmuWLPGTkm3nbw3GTkvtw==,A2121PSC91292,jp,和其他商品一起发,2022-04-22T03:53:00.000Z,uJGGAlZ3T+uIDsAzDtT2sA==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:52.696Z
2022-04-24T04:38:26.452Z,yxrui313,Y0mjg7wLQuGi0c6HfjyXLw==,A2121PSC91292,jp,直邮，op从国内发,2022-04-22T03:53:00.000Z,splL4zwfTOuriYE8Aedjag==,1,9ly7VirrTRe/9uDDvH+k4A==,shipped,2022-04-26T10:36:47.220Z
2022-04-24T04:40:45.548Z,zengtuochi,c6QACJwDSJKzRLfH73GJpQ==,A2121PSC91294,jp,上海地址，团发,2022-04-22T03:53:00.000Z,+0/+KcT3SzKzmI17beSjuA==,1,RnZGtcIDSPGxi6RDlfpFlg==,shipped,2022-04-24T12:21:22.637Z
2022-04-24T04:44:36.296Z,雪莱斐斐,YrEYEophScW95WmA4xX8Fw==,A2121PSC91294,jp,上海地址，团发,2022-04-22T03:53:00.000Z,8OZ6ipaTSEWqNcRCxQUk+g==,1,joPlXWNnQtaor/8mI4z70g==,shipped,2022-04-24T12:33:55.584Z
2022-04-24T04:47:17.289Z,狂跳的小白免,zLOt2C3YR8qwOKyPQ19TbA==,A2121KCD01894,jp,,2022-04-22T03:53:00.000Z,QVC/iU/uTxSPqHHp3DpxNw==,0.9,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:47.920Z
2022-04-24T04:51:36.708Z,ouroborosravnos,HUqf0P7pSLGbLWhgrh+O3w==,A2121UTS90742,jp,香港直邮,2022-04-23T03:53:00.000Z,cttW/gJpRLKZop6N3/XfvQ==,1,y044bIu3SNyzcLKJzqtccw==,shipped,2022-04-24T06:20:38.424Z
2022-04-24T04:56:39.077Z,北溟开海,XmygAe5ZRGGjQ29zZ896Ug==,A2121FAY90292,cn,上海地址，团发,2022-04-23T03:53:00.000Z,MY/MHtQcTb6/UK1TFu3bNw==,1,BgtdR3CXTI6naQzR5adGeg==,shipped,2022-05-29T05:51:53.650Z
2022-04-24T05:00:54.477Z,糖分正义momo,mz3QoqofR7CdOEagc0jHGg==,A2111FAY30492,jp,,2022-04-23T03:53:00.000Z,1ytmK9eQQ8S2vai6vz+UhA==,0.8,q9GV8UUKRBCIa1yMEperfg==,shipped,2022-05-09T05:33:36.509Z
2022-04-24T05:01:56.040Z,我想尝试网上购物,Xyx4sPxiRkOon7Rkzv0yPQ==,A2121PSC91291,jp,连衣裙团发，小物直邮,2022-04-23T03:53:00.000Z,4IxgdXz1T3OWO7SX4PKiMQ==,1,htf8D512Sjm9gcMSVaZ50A==,shipped,2022-04-24T10:59:26.323Z
2022-04-24T05:01:56.644Z,我想尝试网上购物,d6LJG1TDT62l7hBna2Lr0A==,A2121PE_91192,jp,连衣裙团发，小物直邮,2022-04-23T03:53:00.000Z,4IxgdXz1T3OWO7SX4PKiMQ==,1,htf8D512Sjm9gcMSVaZ50A==,shipped,2022-04-24T10:59:25.876Z
2022-04-24T05:03:55.944Z,蝴蝶在微笑中哭泣,Y2Zc9F02QKqItRtSTJnFVw==,A2121KCD90593,jp,直邮,2022-04-24T03:53:00.000Z,+MQV/w46S8y2oPG2nXAQMA==,1,8xYPqColRP6h6FfoBSxONw==,shipped,2022-04-24T11:16:14.783Z
2022-04-24T05:05:32.543Z,4cookie47,ZEjg89KZQl20LHJSgb2b4g==,A2121PBG90894,jp,团发,2022-04-24T03:53:00.000Z,sKO05o3GRgGJ0obK5phQ7A==,1,RnZGtcIDSPGxi6RDlfpFlg==,shipped,2022-04-24T12:21:21.518Z
2022-04-24T05:08:43.413Z,4cookie47,Ku9tK8HLQRyHZfxaGkE87Q==,A2121PE_91191,jp,,2022-04-24T05:08:00.000Z,FZODvn4RQDKE9xvE2tTzdw==,1,Wm9Xdn0BSHyPRn6XNBNelA==,shipped,2022-07-21T07:14:21.686Z
2022-04-24T13:16:51.356Z,天然呆萌萌的,9pEFdaNRR4G3I16goNCgQg==,A2121FAY90293,jp,,2022-04-22T03:53:00.000Z,mtnqWWnxROSMpjDNxf/fIw==,1,0wVEd1+5TuS4YWfFnqBt7A==,shipped,2022-04-24T14:05:27.851Z
2022-04-25T03:57:33.205Z,polojah,SYXs5y5hRMO/b/Kg8mtF+Q==,A2121FAY90291,cn,追加生产,2022-04-24T02:14:00.000Z,qOLpmAY5Rsylk3N7LgCbcA==,1,tcgTDcGcSI2Ebm8F1n3/Pg==,shipped,2022-06-03T03:31:02.206Z
2022-04-25T04:11:31.429Z,waterfish28,zaakNxlpT2eEpmsljWI1IA==,A2321FB_00193,jp,,2022-04-25T02:14:00.000Z,SgqHacIrRUCnqkx8UXU5Qg==,0.9,xycHgGSQR7GNLlJTc8QKog==,shipped,2022-04-26T09:24:43.688Z
2022-04-25T04:11:31.762Z,waterfish28,m7uzmnocScmujBQccPhOxA==,A2121PE_91091,jp,,2022-04-25T02:14:00.000Z,SgqHacIrRUCnqkx8UXU5Qg==,1,xycHgGSQR7GNLlJTc8QKog==,shipped,2022-04-26T09:24:43.464Z
2022-04-25T04:13:24.257Z,paramourdong1,E3Z4r6F7T+CKTuAxInCUBQ==,A2111FAY35893,cn,,2022-04-22T03:59:00.000Z,EzdSQvTxQxKlbSGo1JO3/A==,0.8,8QUaMYqYQT+pm8knj0Vwng==,shipped,2022-04-25T04:14:39.943Z
2022-04-26T09:27:01.166Z,s3holic,vNIYejH/TWGqR0QLhS1u/Q==,A2121FAY11396,jp,,2022-04-25T09:26:00.000Z,7sxthbfsRuqGRoYNuXM9Mw==,0.9,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:25.877Z
2022-04-26T09:47:59.536Z,芊泽叶,OE8R+PswRO2nkmJN0NbCRQ==,A2121FA_90191,jp,,2022-04-25T09:26:00.000Z,aU4oNCQ3RfWcH1I+q4pLYA==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:22.754Z
2022-04-26T09:50:13.078Z,小一刚,0L30pR/vTL2au8PrIpzTcg==,A2121PSC91293,jp,,2022-04-25T09:26:00.000Z,kQlZm76SQM+1RCLUmYjuAQ==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:23.864Z
2022-04-28T13:20:45.836Z,香草黑松露灬,5pcj4btPShq2xl5G8U4ZXw==,A2121PSC91291,jp,,2022-04-27T13:16:00.000Z,JHh4zXW1Sc25oZmVFHrCRA==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:49.871Z
2022-04-28T13:20:46.144Z,香草黑松露灬,juyyLeruQVqdObAEUw/U4w==,A2121PSC91293,jp,,2022-04-27T13:16:00.000Z,JHh4zXW1Sc25oZmVFHrCRA==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:49.655Z
2022-04-28T13:21:30.932Z,trylie,YdHGJjD2Rqmwrgg87l5VJg==,A2121PE_91191,jp,,2022-04-27T13:16:00.000Z,wc00B+jYSzWyvC9nAWX4oA==,1,null,backordering,2022-04-28T13:21:30.932Z
2022-04-28T13:22:11.382Z,陈潇潇1026,uQe9QGhNR26IAmN4Ops2Uw==,A2121UTR21192,jp,,2022-04-27T13:16:00.000Z,8g54xLU1SKuLch/zD+vOQw==,0.9,d4yPjGB6T0Ca3eqGu2Rfzg==,shipped,2022-05-09T14:15:19.745Z
2022-04-28T13:24:05.006Z,wen_27,qnZ4oLuaQ8SbUcwP8iAitg==,A2121FA_90193,jp,,2022-04-27T13:16:00.000Z,3pSHeoiJS06Y4EvP+Ime3A==,1,null,concealed,2022-05-10T06:28:30.075Z
2022-04-28T13:25:17.833Z,sylviasama,7WXKmNLJTDahGx1PTkeM7A==,A2121FAY46991,jp,,2022-04-28T13:16:00.000Z,e4Pg9vfrTbSVasOHwDgOgw==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:54.000Z
2022-05-08T03:44:08.858Z,ruqirenweicen2,F1kv+O8CTBqYLXSvoNiFKg==,A2121FB_11096,jp,日本直邮,2022-04-29T02:00:00.000Z,WRCTvgF/SfqiQtn03WQxfQ==,0.9,VIk9zWuRTv2GSPwp4gwWnw==,shipped,2022-05-20T04:46:59.413Z
2022-05-08T03:45:25.687Z,crazy包子32,tAM6CSSYQhaESTH16opUFw==,A2121PE_51693,cn,,2022-04-29T02:00:00.000Z,nlCq1sYaTNeGvMPSJ8qaSw==,1,aoJ/m06hTpab3v6z9psqhA==,shipped,2022-05-23T07:39:12.516Z
2022-05-08T03:45:53.330Z,00韩玮琦,pk9lMagKQN6jv7TYzoFUAg==,A2121FA_90191,jp,,2022-04-29T02:00:00.000Z,/TcPKQLDS3eOElMSHQOI7w==,1,null,concealed,2022-05-11T08:53:26.484Z
2022-05-08T03:46:36.180Z,livingday,+ADQWGXITSuJL67Y05lCpw==,A2121PSC91292,jp,,2022-04-29T02:00:00.000Z,LBUp7MxfT/eBB45U0jEWpA==,1,9Zx99Q6jTk6XDgPH1xUw9A==,shipped,2022-05-08T06:24:52.045Z
2022-05-08T03:48:24.538Z,luyinzhi0528,Xv3EUuGGQu2r79HTal7ttw==,A2121FA_51294,jp,,2022-04-30T02:00:00.000Z,tcCyruSGSnSBkHCKG4CADQ==,1,null,concealed,2022-05-26T09:01:13.658Z
2022-05-08T03:49:39.397Z,crazy包子32,snDvXAmaQOiE+RjOjwXWtQ==,A2121FB_50994,jp,,2022-04-30T02:00:00.000Z,g4XP5i93RiGlSry7U/y8wg==,1,null,concealed,2022-05-27T09:41:07.223Z
2022-05-08T03:49:39.691Z,crazy包子32,zc2FbSWtT56kMwycFLghXA==,A2121FSY51194,cn,,2022-04-30T02:00:00.000Z,g4XP5i93RiGlSry7U/y8wg==,1,hjJalPFZTVqHDv5a4V8h2A==,shipped,2022-05-23T14:05:09.831Z
2022-05-08T03:50:26.521Z,塞万提斯ss,0RDkBr45S2iYgVH6vbiJNQ==,A2121FSY51195,cn,,2022-04-30T02:00:00.000Z,6Cmm1+vTRnCBW3TDIxxpqg==,1,s8TOt98dQRiKJTli7gd9cw==,shipped,2022-06-11T10:34:59.040Z
2022-05-08T04:09:59.035Z,karenyipyip,xq8pWH+7R4SBChsSNSrGJQ==,A2121UTS90742,jp,直郵香港,2022-05-01T02:00:00.000Z,IWCsNAW/TdyS1/9QBseNmg==,1,null,concealed,2022-07-21T03:52:48.091Z
